track_id,action,pass_success,target_gap_s,relative_speed_kph,drs_available,straight_remaining_m,braking_zone_m,track_overtake_difficulty,ego_tyre_grip_estimate,target_tyre_grip_estimate,target_tyre_uncertainty,laps_remaining,rear_gap_s,rear_drs_risk,cars_within_3s,post_pass_traffic_gap_s,recent_sector_delta_s,action_energy_level
hist_bahrain_like,FULL_DEPLOY,1,0.818,11.47,True,419.9,144.8,0.45,0.723,0.57,0.432,31,0.167,0.889,3,1.397,0.377,2
hist_bahrain_like,HOLD,0,1.15,1.15,True,437.9,140.6,0.45,0.742,0.65,0.336,13,0.626,0.583,1,0.212,0.153,0
hist_bahrain_like,FULL_DEPLOY,0,1.859,27.91,False,294.5,123.6,0.45,0.746,0.788,0.285,27,3.109,0.0,0,1.278,-0.12,2
hist_bahrain_like,PARTIAL_DEPLOY,1,1.565,21.31,True,425.9,123.1,0.45,0.573,0.673,0.22,16,0.924,0.384,0,2.78,-0.275,1
hist_bahrain_like,HOLD,0,0.597,10.94,False,659.6,112.9,0.45,0.791,0.928,0.387,1,0.497,0.669,0,2.004,0.175,0
hist_bahrain_like,HARVEST,0,1.085,1.61,True,535.0,117.2,0.45,0.937,0.796,0.203,20,2.595,0.0,6,2.654,-0.134,-1
hist_bahrain_like,PARTIAL_DEPLOY,0,1.647,4.42,True,415.9,157.3,0.45,0.83,0.503,0.117,32,0.105,0.93,0,2.366,-0.181,1
hist_bahrain_like,FULL_DEPLOY,1,0.424,8.11,False,510.5,175.4,0.45,0.73,0.866,0.124,4,2.65,0.0,6,2.326,0.12,2
hist_bahrain_like,HARVEST,1,1.75,0.81,True,802.9,124.0,0.45,0.661,0.654,0.284,31,1.75,0.0,6,0.482,0.31,-1
hist_bahrain_like,HARVEST,0,0.284,13.28,True,127.6,158.5,0.45,0.923,0.713,0.185,28,1.244,0.171,5,2.692,-0.355,-1
hist_bahrain_like,FULL_DEPLOY,0,0.819,-3.0,True,479.0,119.7,0.45,0.59,0.706,0.329,47,2.94,0.0,1,0.272,0.176,2
hist_bahrain_like,HOLD,0,0.8,16.64,False,327.0,106.9,0.45,0.944,0.931,0.375,2,2.255,0.0,6,0.328,0.032,0
hist_bahrain_like,FULL_DEPLOY,1,0.86,16.44,True,355.5,128.5,0.45,0.923,0.919,0.445,55,2.478,0.0,0,2.256,-0.036,2
hist_bahrain_like,HARVEST,1,0.343,22.89,True,392.0,168.7,0.45,0.617,0.701,0.096,43,1.938,0.0,1,0.793,-0.223,-1
hist_bahrain_like,FULL_DEPLOY,0,1.987,-3.98,False,259.8,119.4,0.45,0.703,0.626,0.338,43,1.719,0.0,5,0.545,0.163,2
hist_bahrain_like,HARVEST,0,1.612,6.65,True,177.6,95.8,0.45,0.687,0.91,0.347,47,1.398,0.068,5,2.398,-0.209,-1
hist_bahrain_like,PARTIAL_DEPLOY,1,0.32,-1.93,True,446.2,156.7,0.45,0.925,0.835,0.096,24,0.533,0.645,2,2.871,-0.01,1
hist_bahrain_like,HOLD,0,1.71,29.29,True,330.4,161.7,0.45,0.758,0.771,0.139,26,0.131,0.913,6,1.49,0.226,0
hist_bahrain_like,FULL_DEPLOY,0,1.392,0.16,True,763.2,157.2,0.45,0.89,0.872,0.064,21,1.15,0.233,5,0.546,0.313,2
hist_bahrain_like,HOLD,1,1.041,19.64,True,614.1,164.5,0.45,0.634,0.83,0.374,45,2.601,0.0,6,2.373,-0.021,0
hist_bahrain_like,HOLD,0,1.983,14.18,True,290.6,151.0,0.45,0.946,0.841,0.206,34,2.571,0.0,2,2.15,0.133,0
hist_bahrain_like,HOLD,0,0.714,22.69,False,810.2,117.4,0.45,0.812,0.76,0.227,31,1.09,0.273,1,0.787,0.156,0
hist_bahrain_like,PARTIAL_DEPLOY,1,1.479,15.15,False,386.7,179.0,0.45,0.609,0.928,0.221,54,0.672,0.552,0,0.469,0.124,1
hist_bahrain_like,PARTIAL_DEPLOY,0,1.227,28.94,False,447.5,111.7,0.45,0.745,0.81,0.432,42,2.634,0.0,6,2.137,0.03,1
hist_bahrain_like,FULL_DEPLOY,0,0.623,17.86,True,269.0,100.8,0.45,0.583,0.72,0.318,33,0.865,0.423,4,1.804,-0.144,2
hist_bahrain_like,HOLD,0,0.83,30.0,False,456.8,119.3,0.45,0.836,0.888,0.265,26,2.864,0.0,0,1.303,0.099,0
hist_bahrain_like,HARVEST,0,1.086,15.47,False,240.8,161.1,0.45,0.6,0.839,0.436,8,0.714,0.524,4,2.147,0.218,-1
hist_bahrain_like,HARVEST,0,0.345,2.22,True,209.4,93.2,0.45,0.942,0.728,0.195,35,0.683,0.545,5,0.2,-0.149,-1
hist_bahrain_like,PARTIAL_DEPLOY,0,1.352,10.57,False,824.5,152.6,0.45,0.759,0.944,0.191,35,1.836,0.0,5,0.477,0.062,1
hist_bahrain_like,PARTIAL_DEPLOY,0,1.727,2.53,True,289.9,115.0,0.45,0.842,0.69,0.27,17,1.398,0.068,1,1.32,-0.086,1
hist_bahrain_like,HOLD,0,1.118,-2.53,False,537.4,179.6,0.45,0.829,0.587,0.199,43,2.302,0.0,4,1.894,-0.101,0
hist_bahrain_like,FULL_DEPLOY,1,0.82,28.74,True,456.7,151.6,0.45,0.713,0.648,0.086,22,2.745,0.0,1,2.633,0.244,2
hist_bahrain_like,HOLD,0,0.819,-1.32,False,500.9,105.8,0.45,0.841,0.638,0.379,32,0.425,0.717,2,2.161,0.168,0
hist_bahrain_like,HARVEST,1,0.424,28.13,True,341.1,177.1,0.45,0.763,0.768,0.39,31,2.114,0.0,2,0.227,0.272,-1
hist_bahrain_like,FULL_DEPLOY,0,1.178,4.36,False,472.6,147.5,0.45,0.698,0.85,0.321,27,2.503,0.0,1,1.429,-0.137,2
hist_bahrain_like,FULL_DEPLOY,1,1.089,20.15,False,508.4,97.8,0.45,0.672,0.847,0.388,41,0.37,0.753,5,0.872,0.282,2
hist_bahrain_like,PARTIAL_DEPLOY,0,1.153,12.25,False,588.9,176.6,0.45,0.72,0.729,0.342,31,1.793,0.0,5,2.994,0.236,1
hist_bahrain_like,HOLD,0,1.831,21.11,False,406.7,112.0,0.45,0.846,0.928,0.379,34,2.426,0.0,0,1.901,-0.318,0
hist_bahrain_like,HOLD,1,0.432,7.85,True,430.5,121.8,0.45,0.57,0.723,0.118,8,1.249,0.167,5,0.899,-0.331,0
hist_bahrain_like,PARTIAL_DEPLOY,0,1.018,4.27,True,378.1,173.1,0.45,0.922,0.932,0.256,3,3.28,0.0,4,2.575,-0.147,1
hist_bahrain_like,PARTIAL_DEPLOY,0,0.772,-4.82,False,485.8,106.8,0.45,0.692,0.546,0.247,6,1.899,0.0,1,1.35,0.02,1
hist_bahrain_like,PARTIAL_DEPLOY,1,0.53,8.84,True,394.3,163.0,0.45,0.593,0.697,0.386,11,0.576,0.616,5,1.415,0.055,1
hist_bahrain_like,HOLD,0,0.641,-0.32,True,714.6,119.8,0.45,0.563,0.8,0.429,43,3.442,0.0,0,1.379,-0.341,0
hist_bahrain_like,PARTIAL_DEPLOY,0,1.527,22.31,True,442.9,164.3,0.45,0.603,0.931,0.367,9,0.629,0.581,4,0.238,-0.325,1
hist_bahrain_like,FULL_DEPLOY,0,1.955,20.81,True,435.1,116.1,0.45,0.744,0.842,0.149,10,2.579,0.0,1,0.899,0.042,2
hist_bahrain_like,HOLD,1,1.366,10.02,True,494.3,155.7,0.45,0.794,0.585,0.392,41,2.257,0.0,1,0.537,-0.091,0
hist_bahrain_like,HOLD,1,0.91,16.58,True,549.8,94.6,0.45,0.713,0.638,0.303,15,0.854,0.431,3,1.542,-0.287,0
hist_bahrain_like,PARTIAL_DEPLOY,1,0.791,28.0,False,486.1,106.4,0.45,0.55,0.797,0.179,19,1.705,0.0,4,0.482,0.425,1
hist_bahrain_like,PARTIAL_DEPLOY,1,0.312,18.41,False,815.0,159.3,0.45,0.602,0.662,0.374,48,2.748,0.0,4,1.893,0.012,1
hist_bahrain_like,HARVEST,0,1.786,-0.43,False,625.0,172.1,0.45,0.812,0.586,0.332,7,0.355,0.763,4,1.933,0.182,-1
hist_bahrain_like,HOLD,0,0.183,1.71,False,641.3,112.7,0.45,0.901,0.884,0.413,23,3.143,0.0,3,1.964,0.158,0
hist_bahrain_like,HARVEST,0,0.417,4.6,False,387.6,95.5,0.45,0.939,0.586,0.376,32,2.428,0.0,6,1.638,0.484,-1
hist_bahrain_like,FULL_DEPLOY,1,0.862,4.5,True,553.1,104.4,0.45,0.637,0.814,0.402,51,1.844,0.0,4,2.182,-0.168,2
hist_bahrain_like,PARTIAL_DEPLOY,0,1.149,0.99,True,483.1,103.3,0.45,0.903,0.917,0.158,51,0.275,0.817,1,2.971,0.056,1
hist_bahrain_like,PARTIAL_DEPLOY,1,0.717,28.12,False,552.2,113.8,0.45,0.603,0.904,0.168,4,2.228,0.0,0,2.507,0.099,1
hist_bahrain_like,HARVEST,0,1.121,29.26,False,493.6,157.1,0.45,0.703,0.794,0.398,41,2.155,0.0,1,2.487,-0.093,-1
hist_bahrain_like,FULL_DEPLOY,0,0.396,3.11,False,596.7,123.2,0.45,0.911,0.542,0.123,12,2.873,0.0,1,0.729,-0.323,2
hist_bahrain_like,HARVEST,1,0.689,25.98,False,442.9,102.9,0.45,0.721,0.705,0.308,26,0.441,0.706,4,0.584,-0.119,-1
hist_bahrain_like,FULL_DEPLOY,1,0.139,23.93,False,456.9,148.0,0.45,0.567,0.612,0.083,10,3.291,0.0,4,0.238,0.492,2
hist_bahrain_like,PARTIAL_DEPLOY,0,1.72,-2.03,True,499.2,163.4,0.45,0.673,0.716,0.148,35,2.453,0.0,5,1.722,-0.422,1
hist_bahrain_like,HARVEST,1,1.072,24.28,True,486.0,172.1,0.45,0.56,0.692,0.109,42,1.075,0.283,5,1.277,0.278,-1
hist_bahrain_like,HOLD,0,1.982,2.86,False,468.1,120.0,0.45,0.694,0.916,0.084,3,2.155,0.0,1,1.4,0.078,0
hist_bahrain_like,PARTIAL_DEPLOY,0,1.287,5.05,False,561.7,114.4,0.45,0.75,0.666,0.156,46,2.816,0.0,6,0.206,0.104,1
hist_bahrain_like,PARTIAL_DEPLOY,0,0.381,10.63,False,752.4,100.2,0.45,0.721,0.827,0.108,21,3.482,0.0,1,2.349,-0.054,1
hist_bahrain_like,FULL_DEPLOY,0,1.243,17.28,True,620.0,175.0,0.45,0.919,0.672,0.27,35,1.915,0.0,4,1.701,0.01,2
hist_bahrain_like,HOLD,1,1.436,3.23,True,507.9,140.3,0.45,0.933,0.914,0.074,23,1.327,0.115,6,2.627,-0.001,0
hist_bahrain_like,FULL_DEPLOY,1,0.561,23.97,True,366.3,102.4,0.45,0.935,0.817,0.201,2,2.467,0.0,3,1.241,-0.089,2
hist_bahrain_like,HOLD,1,0.157,7.78,True,652.3,163.2,0.45,0.61,0.582,0.347,48,1.893,0.0,2,1.517,0.121,0
hist_bahrain_like,HARVEST,0,0.645,0.46,False,319.9,92.9,0.45,0.85,0.726,0.054,54,1.54,0.0,3,1.752,0.215,-1
hist_bahrain_like,HOLD,0,0.905,0.49,False,69.5,101.3,0.45,0.635,0.779,0.138,12,2.897,0.0,4,1.894,-0.074,0
hist_bahrain_like,FULL_DEPLOY,1,1.672,0.77,False,587.4,148.2,0.45,0.628,0.549,0.081,39,2.748,0.0,2,0.279,-0.05,2
hist_bahrain_like,HARVEST,0,1.537,5.82,False,455.2,114.2,0.45,0.941,0.754,0.275,51,1.745,0.0,0,1.081,-0.039,-1
hist_bahrain_like,PARTIAL_DEPLOY,1,1.922,12.51,True,473.2,125.2,0.45,0.692,0.558,0.32,22,1.485,0.01,5,1.61,-0.345,1
hist_bahrain_like,FULL_DEPLOY,1,1.006,25.41,True,600.3,97.1,0.45,0.8,0.929,0.143,14,2.845,0.0,5,0.594,0.257,2
hist_bahrain_like,PARTIAL_DEPLOY,0,0.95,-0.41,True,50,146.1,0.45,0.926,0.518,0.335,44,1.418,0.055,1,2.992,-0.394,1
hist_bahrain_like,FULL_DEPLOY,1,0.285,-4.48,False,369.8,161.8,0.45,0.908,0.725,0.232,11,3.276,0.0,1,0.391,0.374,2
hist_bahrain_like,FULL_DEPLOY,0,0.59,11.56,True,415.2,168.9,0.45,0.81,0.563,0.1,37,1.76,0.0,2,2.605,-0.32,2
hist_bahrain_like,HOLD,0,0.938,12.94,False,455.6,127.2,0.45,0.73,0.895,0.446,3,2.21,0.0,5,0.36,0.077,0
hist_bahrain_like,HOLD,0,1.721,5.17,True,254.8,125.9,0.45,0.579,0.675,0.235,6,1.286,0.143,3,1.999,0.181,0
hist_bahrain_like,HARVEST,0,1.843,27.29,False,521.8,118.6,0.45,0.949,0.719,0.331,31,0.489,0.674,3,0.307,0.17,-1
hist_bahrain_like,PARTIAL_DEPLOY,0,1.18,29.57,False,620.2,95.6,0.45,0.873,0.855,0.441,14,0.284,0.811,6,0.264,0.011,1
hist_bahrain_like,HOLD,1,0.259,-2.58,True,409.2,168.4,0.45,0.76,0.801,0.154,54,0.283,0.811,3,1.158,0.301,0
hist_bahrain_like,FULL_DEPLOY,0,1.015,13.74,False,390.1,176.9,0.45,0.725,0.911,0.278,53,0.134,0.911,6,2.703,0.102,2
hist_bahrain_like,HOLD,0,0.715,29.52,False,469.0,118.5,0.45,0.61,0.706,0.109,21,0.486,0.676,5,1.338,-0.326,0
hist_bahrain_like,HOLD,0,1.305,17.36,False,478.3,93.3,0.45,0.848,0.584,0.329,50,0.665,0.557,3,0.805,0.033,0
hist_bahrain_like,HARVEST,0,0.803,7.73,True,382.8,101.2,0.45,0.75,0.95,0.216,23,1.298,0.135,4,1.392,0.346,-1
hist_bahrain_like,FULL_DEPLOY,0,0.914,1.19,False,458.0,138.8,0.45,0.703,0.88,0.325,28,2.256,0.0,5,1.937,0.352,2
hist_bahrain_like,HARVEST,0,0.27,-4.43,False,678.6,146.1,0.45,0.768,0.785,0.251,52,0.211,0.859,2,2.585,0.202,-1
hist_bahrain_like,HARVEST,1,0.472,11.44,True,732.4,177.1,0.45,0.916,0.686,0.378,46,2.768,0.0,3,0.221,-0.1,-1
hist_bahrain_like,PARTIAL_DEPLOY,0,0.684,26.59,False,473.7,171.8,0.45,0.563,0.512,0.366,54,2.877,0.0,6,2.275,-0.016,1
hist_bahrain_like,FULL_DEPLOY,1,0.559,29.07,True,563.6,148.0,0.45,0.881,0.861,0.281,9,3.294,0.0,3,2.937,0.2,2
hist_bahrain_like,FULL_DEPLOY,0,0.539,19.85,True,624.8,125.3,0.45,0.855,0.912,0.385,11,3.326,0.0,1,0.461,0.178,2
hist_bahrain_like,HOLD,1,0.153,19.77,False,483.7,97.1,0.45,0.703,0.834,0.102,30,2.257,0.0,6,1.203,0.028,0
hist_bahrain_like,HOLD,1,1.48,23.25,True,476.8,97.5,0.45,0.608,0.51,0.444,7,0.477,0.682,4,0.544,0.065,0
hist_bahrain_like,HARVEST,0,1.039,7.65,False,570.9,125.2,0.45,0.746,0.51,0.079,41,0.359,0.761,5,1.376,0.218,-1
hist_bahrain_like,HOLD,1,0.442,-4.65,True,293.1,92.8,0.45,0.94,0.947,0.244,40,2.14,0.0,0,0.643,-0.112,0
hist_bahrain_like,HARVEST,0,1.118,13.13,False,137.7,109.5,0.45,0.696,0.904,0.062,9,0.847,0.435,5,2.136,0.112,-1
hist_bahrain_like,HARVEST,0,0.762,14.3,True,474.7,136.1,0.45,0.71,0.587,0.119,44,2.977,0.0,5,0.987,-0.234,-1
hist_bahrain_like,PARTIAL_DEPLOY,0,0.415,2.2,False,603.8,129.0,0.45,0.728,0.768,0.159,21,2.218,0.0,4,1.273,0.058,1
hist_bahrain_like,HARVEST,0,0.954,26.13,False,477.0,144.3,0.45,0.901,0.928,0.262,26,0.202,0.865,1,2.465,0.205,-1
hist_bahrain_like,HOLD,0,1.348,8.02,False,521.3,101.0,0.45,0.677,0.505,0.182,30,2.029,0.0,2,2.716,-0.183,0
hist_bahrain_like,HOLD,0,0.296,4.73,False,701.0,96.7,0.45,0.907,0.69,0.352,21,2.866,0.0,1,0.752,-0.265,0
hist_bahrain_like,FULL_DEPLOY,1,0.327,10.85,False,313.3,143.2,0.45,0.645,0.51,0.057,51,3.011,0.0,0,2.753,-0.082,2
hist_bahrain_like,HARVEST,0,0.741,-4.43,True,554.7,117.1,0.45,0.677,0.656,0.082,50,1.165,0.223,4,0.332,-0.182,-1
hist_bahrain_like,HARVEST,1,1.702,27.82,True,891.4,110.2,0.45,0.88,0.562,0.447,45,2.562,0.0,1,0.677,0.156,-1
hist_bahrain_like,HARVEST,1,1.875,25.38,True,495.8,175.2,0.45,0.58,0.648,0.295,52,1.39,0.073,5,0.677,-0.095,-1
hist_bahrain_like,HOLD,1,1.531,26.07,False,606.9,127.2,0.45,0.729,0.555,0.261,37,1.725,0.0,3,2.934,-0.141,0
hist_bahrain_like,PARTIAL_DEPLOY,0,1.556,19.9,True,537.2,148.2,0.45,0.892,0.813,0.08,32,0.305,0.797,0,2.077,-0.128,1
hist_bahrain_like,PARTIAL_DEPLOY,0,0.496,15.67,True,509.4,167.3,0.45,0.854,0.64,0.232,10,2.983,0.0,0,2.76,0.037,1
hist_bahrain_like,HOLD,0,1.582,1.58,True,546.0,168.3,0.45,0.809,0.566,0.4,48,0.475,0.683,0,2.703,0.147,0
hist_bahrain_like,FULL_DEPLOY,0,0.769,-0.86,False,513.3,121.9,0.45,0.635,0.679,0.222,22,0.281,0.813,2,1.235,0.187,2
hist_bahrain_like,HOLD,0,0.659,9.09,False,308.0,129.0,0.45,0.822,0.791,0.434,15,0.492,0.672,0,1.811,-0.043,0
hist_bahrain_like,FULL_DEPLOY,0,0.845,-1.45,False,664.4,169.2,0.45,0.657,0.593,0.364,23,2.265,0.0,5,1.87,-0.009,2
hist_bahrain_like,FULL_DEPLOY,1,1.504,24.84,False,589.0,105.0,0.45,0.683,0.705,0.435,43,1.714,0.0,2,0.258,0.265,2
hist_bahrain_like,HARVEST,1,1.229,28.93,False,430.4,133.9,0.45,0.649,0.549,0.378,37,2.412,0.0,2,2.539,-0.12,-1
hist_bahrain_like,HARVEST,0,0.29,23.14,True,340.8,139.1,0.45,0.815,0.614,0.234,53,1.299,0.134,5,1.134,0.011,-1
hist_bahrain_like,FULL_DEPLOY,1,0.314,19.0,False,455.2,91.9,0.45,0.941,0.885,0.314,10,1.314,0.124,0,0.884,-0.03,2
hist_bahrain_like,HARVEST,0,0.468,28.42,False,780.0,151.1,0.45,0.91,0.702,0.433,34,0.695,0.537,5,1.177,-0.088,-1
hist_bahrain_like,PARTIAL_DEPLOY,1,0.688,-3.56,True,654.6,120.9,0.45,0.795,0.695,0.232,51,2.794,0.0,2,0.509,0.457,1
hist_bahrain_like,HOLD,0,1.094,5.14,False,570.4,95.8,0.45,0.668,0.704,0.137,53,2.116,0.0,0,1.567,0.197,0
hist_bahrain_like,HARVEST,1,0.578,7.26,True,484.5,167.3,0.45,0.816,0.846,0.112,6,2.525,0.0,1,2.989,0.087,-1
hist_bahrain_like,HOLD,1,0.161,27.65,True,415.6,125.9,0.45,0.912,0.902,0.418,39,1.157,0.229,4,1.42,-0.178,0
hist_bahrain_like,HOLD,1,0.575,9.57,True,289.5,117.4,0.45,0.669,0.917,0.234,12,1.378,0.081,6,1.423,0.139,0
hist_bahrain_like,PARTIAL_DEPLOY,0,0.99,9.97,True,450.0,140.3,0.45,0.933,0.689,0.352,40,3.183,0.0,6,0.879,0.025,1
hist_bahrain_like,PARTIAL_DEPLOY,1,0.202,24.58,True,474.0,150.3,0.45,0.735,0.843,0.257,54,0.285,0.81,0,0.956,0.095,1
hist_bahrain_like,PARTIAL_DEPLOY,1,1.174,19.17,False,623.7,136.0,0.45,0.837,0.816,0.257,36,2.617,0.0,3,0.582,0.183,1
hist_bahrain_like,PARTIAL_DEPLOY,0,1.466,27.78,False,348.7,146.1,0.45,0.63,0.53,0.111,8,1.867,0.0,1,0.772,-0.373,1
hist_bahrain_like,HARVEST,0,1.859,5.5,True,524.2,166.3,0.45,0.654,0.776,0.226,43,2.198,0.0,3,0.609,0.134,-1
hist_bahrain_like,HOLD,1,0.424,20.96,True,491.2,132.9,0.45,0.666,0.8,0.434,32,1.349,0.101,2,1.295,-0.031,0
hist_bahrain_like,FULL_DEPLOY,1,0.382,4.92,True,328.1,93.1,0.45,0.81,0.796,0.228,23,3.374,0.0,3,2.671,0.169,2
hist_bahrain_like,HOLD,1,0.763,19.72,True,485.3,95.6,0.45,0.812,0.658,0.338,22,1.662,0.0,6,2.403,-0.06,0
hist_bahrain_like,FULL_DEPLOY,0,0.23,24.38,True,679.0,106.2,0.45,0.833,0.728,0.314,17,0.54,0.64,2,1.849,-0.064,2
hist_bahrain_like,HARVEST,0,0.185,24.82,True,383.4,98.7,0.45,0.592,0.92,0.241,49,0.887,0.409,6,2.464,-0.016,-1
hist_bahrain_like,HOLD,0,1.484,8.44,False,527.4,112.5,0.45,0.565,0.837,0.227,24,2.162,0.0,6,0.282,-0.034,0
hist_bahrain_like,HOLD,0,1.979,15.08,True,543.6,112.7,0.45,0.725,0.629,0.13,11,1.576,0.0,4,2.464,0.094,0
hist_bahrain_like,HARVEST,0,0.487,23.35,False,382.4,139.2,0.45,0.579,0.583,0.342,47,2.284,0.0,3,0.732,0.158,-1
hist_bahrain_like,PARTIAL_DEPLOY,0,1.275,14.55,True,751.3,96.0,0.45,0.721,0.669,0.078,6,0.532,0.645,4,1.035,0.107,1
hist_bahrain_like,PARTIAL_DEPLOY,1,0.143,23.75,True,550.4,122.2,0.45,0.899,0.571,0.165,35,2.056,0.0,6,1.65,-0.175,1
hist_bahrain_like,HARVEST,0,1.207,27.79,False,396.5,148.8,0.45,0.563,0.69,0.13,49,0.302,0.799,1,1.732,-0.046,-1
hist_bahrain_like,HARVEST,0,0.548,-2.45,False,672.8,158.9,0.45,0.564,0.941,0.43,39,2.614,0.0,0,2.685,-0.176,-1
hist_bahrain_like,HARVEST,0,0.168,12.77,False,490.5,128.8,0.45,0.671,0.882,0.439,2,3.266,0.0,0,2.366,0.093,-1
hist_bahrain_like,HARVEST,0,1.15,-3.18,False,426.6,128.4,0.45,0.605,0.697,0.409,24,1.296,0.136,2,1.422,-0.2,-1
hist_bahrain_like,HOLD,0,0.885,21.34,False,518.8,138.3,0.45,0.568,0.861,0.399,16,2.863,0.0,0,0.359,-0.151,0
hist_bahrain_like,HOLD,0,1.996,-0.46,True,359.7,96.9,0.45,0.925,0.593,0.332,53,1.314,0.124,6,0.817,-0.244,0
hist_bahrain_like,PARTIAL_DEPLOY,0,1.751,3.55,False,132.2,118.7,0.45,0.767,0.547,0.189,27,2.499,0.0,4,1.561,0.389,1
hist_bahrain_like,HOLD,0,0.679,14.35,True,438.5,93.2,0.45,0.644,0.698,0.356,8,0.172,0.885,6,0.295,-0.348,0
hist_bahrain_like,HARVEST,0,0.213,24.91,True,625.4,91.7,0.45,0.703,0.7,0.14,25,0.727,0.515,3,1.691,-0.027,-1
hist_bahrain_like,HARVEST,0,1.829,21.41,True,535.2,157.8,0.45,0.637,0.512,0.34,40,1.576,0.0,3,2.391,-0.138,-1
hist_bahrain_like,FULL_DEPLOY,1,1.91,27.64,True,371.2,179.2,0.45,0.764,0.691,0.338,50,1.864,0.0,1,2.889,-0.613,2
hist_bahrain_like,HARVEST,1,0.633,18.89,True,737.7,116.6,0.45,0.778,0.517,0.16,18,2.341,0.0,6,2.028,-0.003,-1
hist_bahrain_like,PARTIAL_DEPLOY,0,1.688,24.67,True,456.6,91.6,0.45,0.554,0.517,0.193,41,2.971,0.0,1,1.344,-0.071,1
hist_bahrain_like,PARTIAL_DEPLOY,0,1.911,10.42,True,506.6,134.5,0.45,0.641,0.579,0.398,42,0.269,0.821,0,2.033,-0.151,1
hist_bahrain_like,PARTIAL_DEPLOY,1,0.18,20.11,True,643.3,154.3,0.45,0.654,0.616,0.321,55,2.988,0.0,4,2.211,-0.15,1
hist_bahrain_like,FULL_DEPLOY,1,0.315,-2.29,True,225.1,151.3,0.45,0.579,0.692,0.163,2,1.21,0.193,6,1.209,-0.161,2
hist_bahrain_like,PARTIAL_DEPLOY,0,1.282,0.61,True,430.1,173.7,0.45,0.915,0.511,0.294,52,1.165,0.223,5,2.386,-0.264,1
hist_bahrain_like,HOLD,1,0.82,15.39,False,629.4,148.4,0.45,0.932,0.931,0.447,37,1.812,0.0,4,1.965,0.274,0
hist_bahrain_like,HARVEST,0,1.253,18.07,True,294.3,118.5,0.45,0.628,0.759,0.414,22,0.926,0.383,6,2.937,0.021,-1
hist_bahrain_like,HOLD,1,0.946,28.52,True,648.7,96.9,0.45,0.695,0.718,0.142,51,1.524,0.0,4,2.518,0.123,0
hist_bahrain_like,FULL_DEPLOY,1,1.381,18.31,False,451.5,161.6,0.45,0.687,0.553,0.213,33,3.443,0.0,4,1.584,0.098,2
hist_bahrain_like,FULL_DEPLOY,0,0.129,-0.77,True,154.1,156.9,0.45,0.601,0.515,0.223,45,0.668,0.555,0,0.571,-0.155,2
hist_bahrain_like,PARTIAL_DEPLOY,1,0.342,19.39,True,230.6,116.4,0.45,0.685,0.871,0.185,39,2.197,0.0,5,0.327,-0.013,1
hist_bahrain_like,FULL_DEPLOY,0,1.299,20.92,True,491.2,156.0,0.45,0.839,0.765,0.378,33,0.385,0.743,0,1.862,-0.31,2
hist_bahrain_like,FULL_DEPLOY,1,0.436,20.29,True,638.4,159.6,0.45,0.643,0.722,0.069,34,3.151,0.0,4,1.623,0.147,2
hist_bahrain_like,HOLD,0,1.912,-3.53,False,659.7,128.7,0.45,0.661,0.896,0.176,23,1.068,0.288,0,1.006,-0.218,0
hist_bahrain_like,PARTIAL_DEPLOY,0,1.979,21.37,False,489.0,150.0,0.45,0.606,0.593,0.386,49,0.674,0.551,4,2.727,0.241,1
hist_bahrain_like,HARVEST,1,1.028,23.78,True,407.5,128.4,0.45,0.728,0.557,0.232,8,2.535,0.0,6,0.536,0.476,-1
hist_bahrain_like,HOLD,0,1.987,20.61,True,367.6,121.8,0.45,0.582,0.857,0.341,21,0.633,0.578,2,0.973,-0.164,0
hist_bahrain_like,PARTIAL_DEPLOY,0,1.795,-3.66,True,429.3,107.1,0.45,0.773,0.877,0.3,41,2.233,0.0,1,0.583,-0.233,1
hist_bahrain_like,PARTIAL_DEPLOY,0,0.993,11.96,True,732.1,134.7,0.45,0.603,0.786,0.085,34,3.014,0.0,5,0.8,-0.213,1
hist_bahrain_like,HOLD,0,0.174,19.08,False,405.4,121.4,0.45,0.762,0.929,0.401,54,0.888,0.408,2,2.07,-0.107,0
hist_bahrain_like,FULL_DEPLOY,1,0.661,2.66,False,493.0,170.7,0.45,0.856,0.689,0.229,16,2.352,0.0,0,0.693,0.283,2
hist_bahrain_like,FULL_DEPLOY,1,1.439,22.08,True,538.6,127.1,0.45,0.644,0.631,0.253,55,2.762,0.0,0,1.774,-0.218,2
hist_bahrain_like,FULL_DEPLOY,1,0.908,4.12,True,681.5,133.7,0.45,0.638,0.786,0.068,29,1.493,0.005,4,2.652,-0.339,2
hist_bahrain_like,PARTIAL_DEPLOY,0,0.346,13.89,False,625.2,160.2,0.45,0.683,0.659,0.356,5,2.327,0.0,4,0.789,0.026,1
hist_bahrain_like,FULL_DEPLOY,0,1.733,3.03,False,383.7,172.0,0.45,0.683,0.597,0.343,1,0.223,0.851,0,2.314,-0.233,2
hist_bahrain_like,HARVEST,0,0.398,5.55,True,495.9,114.5,0.45,0.599,0.853,0.312,9,2.882,0.0,2,2.614,-0.149,-1
hist_bahrain_like,FULL_DEPLOY,1,0.138,20.99,True,562.2,172.7,0.45,0.588,0.765,0.206,54,2.159,0.0,2,2.397,-0.294,2
